,areas,beds,baths,listing_date,prices,title_len,des_len,school,airport,city,association,view,ใหม่
1711,69.0,3.0,2.0,2021-09-18,8500000,49,1787,1,0,0,0,0,0
1712,83.0,4.0,3.0,2021-09-29,8900000,88,467,0,0,1,0,0,0
1713,,6.0,3.0,2021-09-19,6500000,104,1270,1,0,0,1,0,0
1714,12.0,8.0,8.0,2021-09-19,5750000,76,2763,1,1,0,0,0,0
1715,,3.0,3.0,2021-09-18,5500000,82,1262,0,1,0,1,0,1
1716,131.0,2.0,2.0,2021-09-18,1590000,53,777,1,0,1,0,0,0
1717,102.0,6.0,5.0,2021-09-17,13000000,51,1752,0,0,0,1,0,0
1718,57.0,3.0,2.0,2021-09-17,4500000,91,866,0,1,0,1,0,0
1719,20.0,3.0,2.0,2021-10-07,3069400,59,722,0,0,0,0,0,0
1720,75.0,4.0,5.0,2021-09-22,9900000,59,524,0,0,0,0,0,0
1721,,7.0,7.0,2021-09-22,8500000,60,539,0,0,0,0,1,0
1722,49.0,3.0,3.0,2021-09-21,4100000,60,768,0,0,0,0,0,0
1723,110.0,3.0,2.0,2021-09-21,2748999,64,719,0,1,1,0,1,0
1724,16.0,3.0,2.0,2021-09-20,1290000,52,607,0,0,0,0,0,0
1725,35.0,4.0,2.0,2021-09-17,2790000,59,1682,1,0,1,1,0,0
1726,50.0,3.0,2.0,2021-09-22,4900000,11,492,0,0,0,0,0,0
1727,,4.0,3.0,2021-09-22,8000000,47,500,0,0,0,0,0,0
1728,,3.0,3.0,2021-09-22,2100000,143,923,0,0,0,0,0,0
1729,,4.0,3.0,2021-09-21,5000000,79,1286,1,0,1,1,0,0
1730,,3.0,2.0,2021-09-21,3800000,65,1063,1,0,0,1,0,0
1731,48.0,3.0,2.0,2021-09-18,4590000,41,1978,0,0,0,1,0,0
1732,43.0,5.0,4.0,2021-09-18,5990000,37,1482,1,1,1,0,0,0
1733,39.0,3.0,2.0,2021-09-17,2590000,67,896,0,0,0,0,0,0
1734,100.0,5.0,6.0,2021-09-22,14500000,38,513,0,0,0,0,1,0
1735,37.0,3.0,2.0,2021-09-21,2790000,57,1057,1,0,0,1,1,0
1736,107.0,4.0,6.0,2021-09-21,36900000,72,2148,0,1,0,1,0,0
1737,116.0,3.0,3.0,2021-09-15,11800000,75,1500,0,1,0,1,1,0
1738,20.0,4.0,4.0,2021-10-04,11000000,100,62,0,0,0,0,0,1
1739,,7.0,6.0,2021-09-22,45000000,32,490,0,0,0,0,0,0
1740,,3.0,3.0,2021-09-22,6800000,53,529,0,0,1,0,1,0
1741,42.0,4.0,3.0,2021-09-25,4789500,66,568,0,0,0,1,0,0
1742,,3.0,3.0,2021-09-21,7490000,48,1332,0,1,0,0,0,0
1743,21.0,2.0,2.0,2021-09-20,1390000,52,881,0,0,0,1,0,0
1744,80.0,3.0,4.0,2021-09-19,11500000,61,1463,0,0,0,1,0,0
1745,46.0,2.0,2.0,2021-09-17,1990000,47,1606,1,0,0,0,0,0
1746,,6.0,4.0,2021-09-16,10700000,79,1633,0,0,0,0,0,0
1747,180.0,4.0,5.0,2021-09-15,13200000,69,1396,0,1,0,1,0,0
1748,55.0,4.0,3.0,2021-09-22,12900000,11,490,0,0,0,0,0,0
1749,,2.0,2.0,2021-09-22,5990000,38,739,0,0,0,0,0,0
1750,,3.0,2.0,2021-09-22,2590000,40,839,0,0,0,0,1,0
1751,54.0,3.0,2.0,2021-09-15,5790000,71,1521,0,0,0,1,0,0
1752,72.0,4.0,3.0,2021-09-29,3300000,104,1301,0,0,1,1,0,0
1753,33.0,3.0,2.0,2021-09-29,2450000,140,1084,0,0,1,0,0,1
1754,,15.0,7.0,2021-09-29,60000000,50,1399,1,0,1,0,0,0
1755,68.0,3.0,2.0,2021-09-29,4000000,103,1089,0,0,1,0,0,0
1756,,3.0,2.0,2021-09-29,2913000,107,1011,0,0,1,0,0,1
1757,245.0,3.0,7.0,2021-09-29,2190000,105,1021,0,0,1,0,0,0
1758,225.0,3.0,4.0,2021-09-29,16000000,48,731,0,0,0,1,0,0
1759,35.0,3.0,2.0,2021-09-28,5000000,49,1705,0,1,1,1,0,0
1760,50.0,3.0,2.0,2021-09-28,2790000,46,1805,1,0,0,1,0,0
1761,63.0,4.0,2.0,2021-09-28,2590000,49,1388,0,0,1,1,0,0
1762,,3.0,2.0,2021-09-27,2290000,98,1003,0,0,1,0,0,1
1763,,4.0,5.0,2021-09-27,26000000,55,633,0,0,0,0,0,0
1764,54.0,4.0,2.0,2021-09-27,3700000,40,1195,1,0,1,0,0,0
1765,54.0,3.0,2.0,2021-09-27,3590000,30,1029,0,0,0,0,0,0
1766,,3.0,3.0,2021-09-30,3150000,129,1043,0,0,1,0,0,1
1767,120.0,3.0,3.0,2021-09-30,4700000,109,1625,1,1,1,1,0,0
1768,60.0,4.0,2.0,2021-09-29,11000000,71,1818,1,0,0,0,0,0
1769,57.0,3.0,3.0,2021-09-29,6500000,140,1960,1,0,0,1,0,0
1770,,4.0,3.0,2021-09-29,7900000,41,1341,1,0,1,0,0,0
1771,62.0,3.0,3.0,2021-09-29,6390000,78,1161,0,0,0,1,0,0
1772,,4.0,4.0,2021-09-29,11845000,67,995,0,0,1,1,1,0
1773,68.0,3.0,2.0,2021-09-29,49440000,70,612,0,1,0,1,0,0
1774,,3.0,2.0,2021-09-29,4290000,37,661,0,0,0,0,0,0
1775,,3.0,2.0,2021-09-28,2600000,58,614,1,0,0,0,0,0
1776,136.0,3.0,5.0,2021-09-22,85000000,88,404,0,0,0,0,0,0
1777,50.0,3.0,3.0,2021-09-21,3900000,83,1318,0,1,0,1,0,0
1778,,4.0,5.0,2021-09-21,36000000,87,1745,0,0,0,0,0,0
1779,239.0,5.0,7.0,2021-09-18,88000000,242,1610,0,0,0,0,0,1
1780,60.0,2.0,3.0,2021-09-22,10000000,104,496,0,0,0,0,0,0
1781,62.0,3.0,3.0,2021-09-22,7990000,68,1227,1,0,0,1,0,0
1782,,5.0,5.0,2021-09-22,33000000,75,1232,1,0,0,1,0,0
1783,,4.0,5.0,2021-09-22,29900000,63,634,0,0,0,0,0,0
1784,,4.0,5.0,2021-09-22,162000000,35,1186,0,0,0,0,0,0
1785,200.0,11.0,12.0,2021-09-22,80000000,55,357,0,0,0,0,0,0
1786,,4.0,6.0,2021-09-22,115000000,34,546,0,0,0,0,0,0
1787,,4.0,2.0,2021-09-22,4990000,70,762,0,0,0,1,0,0
1788,50.0,2.0,1.0,2021-09-22,3200000,43,1193,0,1,1,0,0,0
1789,43.0,3.0,2.0,2021-09-22,3450000,115,2092,0,0,1,1,0,0
1790,108.0,5.0,3.0,2021-09-22,13900000,89,1108,0,0,0,1,0,0
1791,144.0,4.0,6.0,2021-09-21,12900000,58,1328,1,1,1,1,0,0
1792,50.0,3.0,2.0,2021-09-21,4800000,40,2006,0,0,0,0,0,0
1793,150.0,3.0,3.0,2021-09-21,12000000,71,1190,0,0,0,0,0,0
1794,,2.0,4.0,2021-09-21,19500000,79,1258,0,0,0,0,0,0
1795,69.0,4.0,4.0,2021-09-21,46900000,64,919,0,0,0,0,0,0
1796,68.0,4.0,5.0,2021-09-21,40000000,65,724,0,0,0,0,0,0
1797,,3.0,4.0,2021-09-21,6600000,75,2056,0,0,0,0,0,0
1798,52.0,2.0,2.0,2021-09-21,16500000,112,1222,0,0,0,0,0,0
1799,100.0,5.0,4.0,2021-09-21,90000000,75,1249,0,0,0,0,0,0
1800,68.0,4.0,5.0,2021-09-21,40000000,65,724,0,0,0,0,0,0
1801,,3.0,4.0,2021-09-21,6600000,75,2056,0,0,0,0,0,0
1802,52.0,2.0,2.0,2021-09-21,16500000,112,1222,0,0,0,0,0,0
1803,100.0,5.0,4.0,2021-09-21,90000000,75,1249,0,0,0,0,0,0
1804,121.0,5.0,5.0,2021-09-21,65000000,72,720,0,0,0,0,0,0
1805,45.0,4.0,6.0,2021-09-21,70000000,102,905,0,0,0,0,0,0
1806,,3.0,3.0,2021-09-21,6500000,123,1318,0,0,0,0,0,0
1807,,3.0,6.0,2021-09-21,29900000,89,2816,0,0,0,0,0,0
1808,,3.0,3.0,2021-09-21,8600000,128,1811,0,0,0,0,0,0
1809,20.0,3.0,4.0,2021-09-21,8200000,93,2738,0,0,0,0,0,0
1810,59.0,4.0,3.0,2021-09-19,7100000,146,1152,0,0,1,0,0,0
1811,,3.0,3.0,2021-09-15,6500000,82,889,0,0,0,1,0,1
1812,,3.0,3.0,2021-10-10,4900000,51,228,0,0,0,1,0,0
1813,200.0,6.0,7.0,2021-09-22,60000000,38,567,0,0,0,0,0,0
1814,140.0,5.0,6.0,2021-09-22,171000000,136,1323,1,0,0,0,0,0
1815,50.0,3.0,3.0,2021-09-19,5190000,82,1049,1,0,1,1,1,0
1816,69.0,3.0,2.0,2021-09-23,4000000,68,195,0,0,0,0,1,0
1817,,5.0,3.0,2021-09-22,9900000,73,2107,0,0,1,1,0,0
1818,80.0,1.0,1.0,2021-09-21,50000000,53,2364,0,0,0,0,0,0
1819,,4.0,5.0,2021-09-21,24000000,92,2358,0,0,0,0,0,0
1820,108.0,3.0,4.0,2021-09-21,12500000,68,1494,0,0,0,0,0,0
1821,,4.0,4.0,2021-09-20,4500000,83,2484,1,0,1,0,1,0
1822,42.0,2.0,2.0,2021-09-22,12700000,37,479,0,0,0,0,0,0
1823,101.0,4.0,5.0,2021-09-19,14760000,61,1934,1,1,1,1,1,0
1824,206.0,3.0,3.0,2021-09-20,1275000,42,457,0,0,1,0,0,1
1825,70.0,3.0,2.0,2021-09-20,8000000,64,242,0,0,0,0,0,0
1826,,4.0,4.0,2021-09-15,35000000,74,1001,0,0,0,0,1,0
1827,238.0,3.0,3.0,2021-09-24,8000000,41,193,0,0,0,0,0,0
1828,35.0,3.0,2.0,2021-09-17,2980000,42,697,0,1,1,0,0,0
1829,,3.0,2.0,2021-09-16,4490000,47,1529,1,0,0,1,0,0
1830,57.0,3.0,3.0,2021-09-14,5890000,152,1642,0,0,0,1,0,0
1831,,,,2021-10-13,2800000,20,20,0,0,0,0,0,0
1832,98.0,2.0,2.0,2021-09-23,1400000,13,195,0,0,0,0,0,0
1833,,3.0,3.0,2021-09-15,3590000,180,1675,1,0,0,0,0,0
1834,113.0,3.0,2.0,2021-09-27,6700000,63,659,0,0,0,0,0,0
1835,56.0,3.0,3.0,2021-09-20,4500000,103,456,0,0,0,0,0,0
1836,50.0,3.0,2.0,2021-09-17,4800000,57,1468,1,0,0,0,0,0
1837,50.0,3.0,2.0,2021-09-14,1790000,91,1427,0,0,0,0,0,1
1838,60.0,3.0,3.0,2021-09-12,5900000,87,1597,0,0,0,0,0,0
1839,50.0,3.0,3.0,2021-10-07,990000,76,659,1,0,1,0,1,0
1840,,4.0,4.0,2021-09-30,35000000,63,394,0,0,0,0,1,0
1841,208.0,4.0,5.0,2021-09-20,18900000,64,1011,0,1,0,1,0,1
1842,,4.0,3.0,2021-09-20,5900000,123,1077,0,0,1,1,0,0
1843,,4.0,2.0,2021-09-20,4490000,150,1029,1,0,1,1,0,0
1844,,3.0,2.0,2021-09-20,3700000,135,993,1,0,0,1,0,0
1845,,3.0,2.0,2021-09-20,3490000,168,886,1,0,0,1,0,0
1846,56.0,4.0,3.0,2021-09-18,3700000,28,656,0,0,0,1,0,0
1847,5.0,4.0,3.0,2021-09-15,7000000,19,2027,1,0,1,1,0,0
1848,,4.0,6.0,2021-10-04,19900000,48,1478,0,1,0,0,1,0
1849,,4.0,4.0,2021-09-27,49900000,45,542,0,0,0,0,0,0
1850,68.0,3.0,3.0,2021-09-27,9954000,63,1273,0,0,0,0,0,0
1851,,3.0,2.0,2021-09-27,3890000,61,930,0,0,0,0,0,0
1852,147.0,4.0,5.0,2021-09-25,55000000,124,2522,1,0,0,1,0,0
1853,30.0,3.0,3.0,2021-09-29,1790000,114,1029,0,0,1,0,0,0
1854,65.0,4.0,3.0,2021-09-26,10900000,46,618,0,0,0,0,0,0
1855,51.0,4.0,2.0,2021-09-29,3100000,35,1092,0,0,0,0,0,0
1856,38.0,2.0,1.0,2021-09-28,1900000,48,852,0,0,1,1,0,0
1857,36.0,3.0,2.0,2021-09-27,4200000,45,1363,1,0,0,0,0,0
1858,59.0,3.0,2.0,2021-09-27,3600000,58,1149,1,0,1,0,0,0
1859,36.0,4.0,3.0,2021-09-27,3500000,37,1234,1,0,1,0,0,0
1860,330.0,6.0,5.0,2021-10-13,25000000,75,255,0,0,0,0,0,1
1861,,7.0,4.0,2021-09-28,11000000,100,1447,1,0,0,1,1,0
1862,64.0,4.0,2.0,2021-09-27,3499999,69,383,0,1,1,0,0,0
1863,,2.0,2.0,2021-09-30,1990000,73,521,0,1,0,0,0,0
1864,,3.0,3.0,2021-09-27,7500000,66,619,0,0,0,0,0,0
1865,82.0,3.0,3.0,2021-09-25,4000000,65,1197,0,0,1,1,0,0
1866,,3.0,3.0,2021-10-07,5000000,90,917,1,0,0,0,0,0
1867,,4.0,4.0,2021-10-08,25000000,255,86,0,0,0,0,1,0
1868,50.0,2.0,2.0,2021-09-29,3500000,72,862,1,0,0,0,0,0
1869,50.0,4.0,2.0,2021-10-08,40000000,74,916,0,0,0,0,0,0
1870,205.0,3.0,3.0,2021-09-30,10900000,83,230,0,0,0,0,0,0
1871,100.0,2.0,2.0,2021-09-24,2300000,55,1112,0,0,0,1,0,0
1872,,3.0,4.0,2021-09-20,15750000,33,430,0,0,0,0,0,0
1873,92.0,4.0,5.0,2021-09-20,27250000,45,603,0,0,0,0,0,0
1874,60.0,3.0,2.0,2021-09-20,5500000,53,2166,1,0,1,1,0,0
1875,,3.0,2.0,2021-09-19,2600000,76,612,0,0,0,1,0,0
1876,,3.0,2.0,2021-09-17,4700000,45,1420,0,1,0,0,0,0
1877,89.0,3.0,4.0,2021-09-12,5000000,44,751,0,0,1,0,0,0
1878,241.0,5.0,6.0,2021-09-12,42500000,55,519,0,0,0,0,0,0
1879,10.0,3.0,2.0,2021-09-30,1980000,70,697,1,0,1,1,0,1
1880,185.0,5.0,5.0,2021-09-24,79000000,63,257,0,0,0,0,0,0
1881,,3.0,4.0,2021-09-16,12000000,79,1501,1,0,0,1,0,0
1882,,2.0,1.0,2021-09-20,750000,50,1081,1,0,1,1,0,0
1883,50.0,3.0,1.0,2021-09-20,2800000,57,797,0,0,1,1,0,0
1884,50.0,4.0,2.0,2021-09-20,3790000,55,1581,1,0,0,1,0,0
1885,70.0,4.0,3.0,2021-09-20,9200000,65,841,0,0,1,1,0,0
1886,,4.0,5.0,2021-09-17,4800000,95,1231,1,0,0,1,0,0
1887,,3.0,2.0,2021-09-16,1570000,58,609,0,0,0,1,0,0
1888,50.0,4.0,2.0,2021-09-15,4950000,46,701,0,0,0,0,0,0
1889,,2.0,2.0,2021-09-12,1200000,77,357,0,0,0,0,0,0
1890,284.0,3.0,2.0,2021-09-25,12000000,19,178,0,0,0,0,0,0
1891,42.0,4.0,2.0,2021-09-17,3900000,65,914,0,0,0,0,0,0
1892,,3.0,3.0,2021-09-13,12000000,65,1033,0,0,0,0,0,0
1893,134.0,2.0,2.0,2021-09-13,9500000,62,2455,0,0,0,0,0,0
1894,121.0,4.0,4.0,2021-09-13,13000000,63,2462,0,0,0,0,0,0
1895,,3.0,3.0,2021-09-13,3290000,62,1102,1,0,1,0,0,0
1896,,3.0,3.0,2021-09-13,12000000,65,1033,0,0,0,0,0,0
1897,134.0,2.0,2.0,2021-09-13,9500000,62,2455,0,0,0,0,0,0
1898,121.0,4.0,4.0,2021-09-13,13000000,63,2462,0,0,0,0,0,0
1899,,3.0,3.0,2021-09-13,3290000,62,1102,1,0,1,0,0,0
1900,,4.0,3.0,2021-09-13,11900000,53,1023,1,0,1,0,0,0
1901,65.0,3.0,4.0,2021-09-18,9890000,70,1074,1,1,0,0,0,1
1902,97.0,4.0,2.0,2021-09-17,40000000,140,1080,0,0,0,0,0,0
1903,52.0,3.0,2.0,2021-09-15,3800000,78,865,1,0,0,0,0,0
1904,,3.0,3.0,2021-09-22,6900000,11,483,0,0,0,0,0,0
1905,,3.0,3.0,2021-09-22,5700000,92,813,0,0,1,1,0,0
1906,,3.0,2.0,2021-09-22,4190000,55,1337,1,0,0,1,0,0
1907,40.0,3.0,3.0,2021-09-15,2200000,75,1422,1,0,0,1,0,0
1908,,2.0,1.0,2021-09-15,3600000,57,626,1,0,0,0,0,0
1909,173.0,3.0,4.0,2021-09-15,13800000,62,3494,1,0,1,1,0,0
1910,57.0,3.0,3.0,2021-09-13,11500000,100,666,0,0,0,0,0,1
1911,38.0,2.0,1.0,2021-10-12,1550000,22,42,0,0,0,0,0,0
1912,70.0,2.0,2.0,2021-09-24,8000000,104,1290,0,0,1,0,0,0
1913,50.0,2.0,2.0,2021-09-23,2000000,43,1583,0,0,0,1,0,0
1914,40.0,2.0,2.0,2021-09-23,1900000,84,155,0,0,0,0,0,0
1915,46.0,3.0,2.0,2021-09-14,4690000,36,487,0,0,0,1,0,0
1916,44.0,3.0,2.0,2021-09-14,5890000,69,799,0,1,1,1,0,0
1917,,3.0,3.0,2021-09-14,7900000,96,565,0,0,0,1,0,0
1918,,4.0,3.0,2021-09-13,4990000,91,822,0,0,0,1,0,0
1919,79.0,4.0,5.0,2021-09-24,4300000,84,154,1,0,0,0,0,0
1920,,3.0,2.0,2021-09-17,2500000,125,284,0,1,0,0,0,1
1921,76.0,3.0,3.0,2021-09-17,7290000,154,1034,0,0,1,1,0,0
1922,106.0,4.0,3.0,2021-09-17,5900000,113,994,0,0,0,1,1,0
1923,200.0,3.0,1.0,2021-09-16,2650000,59,1266,1,0,0,1,0,0
1924,51.0,3.0,2.0,2021-09-12,3100000,110,1262,0,0,1,0,0,0
1925,,3.0,2.0,2021-09-25,2100000,81,235,0,0,1,1,0,1
1926,90.0,4.0,3.0,2021-09-24,6000000,44,624,0,0,1,1,0,0
1927,359.0,5.0,6.0,2021-09-17,68000000,208,1702,0,0,0,1,0,1
1928,115.0,4.0,4.0,2021-09-15,9900000,92,973,1,1,0,0,0,0
1929,200.0,4.0,5.0,2021-09-09,13800000,62,852,1,1,0,0,0,0
1930,,5.0,5.0,2021-10-06,6500000,33,219,0,0,0,0,0,0
1931,375.0,6.0,6.0,2021-09-22,85000000,52,263,0,0,0,0,0,0
1932,69.0,4.0,3.0,2021-09-15,5500000,75,835,1,0,0,1,1,0
1933,54.0,3.0,4.0,2021-09-13,11500000,123,1767,0,0,0,0,0,0
1934,,4.0,3.0,2021-09-12,5690000,203,1153,0,0,0,1,0,0
1935,45.0,2.0,2.0,2021-10-12,1850000,19,29,0,0,0,0,0,1
1936,71.0,4.0,3.0,2021-09-18,5950000,66,1642,0,0,0,1,0,0
1937,102.0,3.0,3.0,2021-09-17,6500000,271,318,0,0,0,0,0,0
1938,36.0,3.0,3.0,2021-09-17,1900000,131,493,0,0,0,1,0,0
1939,70.0,4.0,3.0,2021-09-17,9500000,98,1178,0,1,0,1,0,0
1940,,,,2021-09-16,4650000,58,1546,0,0,1,1,1,0
1941,43.0,2.0,2.0,2021-09-15,2400000,57,1600,1,1,1,1,0,0
1942,364.0,2.0,3.0,2021-09-15,6900000,62,878,1,0,1,0,0,0
1943,80.0,5.0,3.0,2021-09-15,7500000,74,721,1,0,0,0,0,0
1944,,,,2021-09-16,4650000,58,1546,0,0,1,1,1,0
1945,43.0,2.0,2.0,2021-09-15,2400000,57,1600,1,1,1,1,0,0
1946,364.0,2.0,3.0,2021-09-15,6900000,62,878,1,0,1,0,0,0
1947,80.0,5.0,3.0,2021-09-15,7500000,74,721,1,0,0,0,0,0
1948,52.0,3.0,2.0,2021-09-15,2500000,64,860,1,0,0,0,0,0
1949,,,,2021-09-14,2350000,53,1458,0,0,0,1,0,0
1950,,,,2021-09-14,3190000,54,1406,0,0,1,1,0,0
1951,,5.0,4.0,2021-09-13,9900000,48,1349,0,0,0,1,0,0
1952,,2.0,2.0,2021-10-19,2300000,140,1342,0,0,0,1,0,0
1953,,4.0,4.0,2021-09-22,17500000,34,251,0,0,0,0,0,0
1954,,,,2021-09-19,2890000,65,1936,1,1,0,1,0,0
1955,,3.0,2.0,2021-09-15,2100000,59,1335,0,0,1,0,0,0
1956,35.0,3.0,3.0,2021-09-15,3000000,62,1120,0,0,0,1,0,0
1957,,4.0,,2021-09-14,6600000,60,707,0,1,1,0,0,0
1958,50.0,3.0,2.0,2021-09-14,2900000,61,1154,0,0,1,0,0,0
1959,100.0,4.0,2.0,2021-09-13,6800000,59,988,1,0,0,1,0,0
1960,,4.0,2.0,2021-09-09,5500000,41,1365,1,0,1,1,0,0
1961,50.0,3.0,3.0,2021-09-09,3700000,85,592,0,0,0,0,0,0
1962,121.0,5.0,5.0,2021-09-21,63500000,41,282,0,0,0,0,0,1
1963,,3.0,2.0,2021-09-18,4800000,55,726,1,0,0,0,0,0
1964,,5.0,6.0,2021-09-16,22000000,146,5096,0,1,1,1,0,1
1965,86.0,3.0,4.0,2021-09-16,14000000,61,2186,1,0,0,1,0,0
1966,132.0,4.0,4.0,2021-09-14,13500000,150,345,1,0,0,0,0,0
1967,,,,2021-09-14,3500000,53,1271,0,0,0,1,0,0
1968,,3.0,3.0,2021-09-13,6490000,42,1350,1,0,0,1,0,0
1969,153.0,4.0,4.0,2021-09-11,13490000,66,710,0,1,1,0,1,0
1970,20.0,3.0,3.0,2021-09-09,10500000,79,795,0,0,0,1,0,0
1971,,3.0,3.0,2021-09-09,3590000,52,1394,1,0,0,0,0,0
1972,,5.0,6.0,2021-09-09,35000000,68,2111,1,1,0,0,0,0
1973,291.0,5.0,5.0,2021-09-22,4800000,54,375,0,0,0,0,0,1
1974,45.0,3.0,2.0,2021-09-15,4900000,93,1092,0,0,0,0,0,0
1975,102.0,4.0,3.0,2021-09-18,14800000,38,1656,0,0,0,1,0,0
1976,75.0,3.0,2.0,2021-09-15,3630000,54,1069,1,0,0,0,0,0
1977,,3.0,2.0,2021-09-15,14000000,102,1441,0,0,0,0,0,0
1978,56.0,3.0,3.0,2021-09-14,5500000,73,1482,1,0,0,1,0,0
1979,250.0,3.0,2.0,2021-09-14,2950000,66,1211,0,0,0,0,0,0
1980,60.0,5.0,3.0,2021-09-14,4750000,58,929,1,0,0,0,0,0
1981,101.0,5.0,3.0,2021-09-14,6500000,50,998,1,0,1,0,0,0
1982,200.0,5.0,3.0,2021-09-14,22500000,60,1316,0,1,1,0,0,0
1983,117.0,4.0,5.0,2021-09-14,21500000,56,1018,0,0,0,0,0,0
1984,52.0,3.0,2.0,2021-09-13,3990000,46,997,1,0,1,1,0,0
1985,,3.0,3.0,2021-09-13,8500000,103,1421,1,0,1,1,1,0
1986,,3.0,2.0,2021-10-05,8340000,66,591,1,0,0,0,0,0
1987,50.0,4.0,2.0,2021-09-18,3790000,48,1405,0,0,0,0,0,0
1988,81.0,4.0,4.0,2021-09-16,16590000,96,401,0,0,0,0,0,0
1989,67.0,4.0,3.0,2021-09-16,10000000,76,363,0,0,0,0,0,0
1990,209.0,5.0,6.0,2021-09-16,26500000,63,1156,0,1,0,1,0,0
1991,35.0,4.0,2.0,2021-09-14,2890000,108,896,0,0,0,1,0,0
1992,76.0,3.0,3.0,2021-09-09,16500000,26,804,0,0,0,0,0,0
1993,325.0,6.0,7.0,2021-09-24,95000000,53,2869,0,0,0,0,0,0
1994,35.0,2.0,1.0,2021-09-12,2698000,47,470,0,1,1,0,0,0
1995,60.0,3.0,1.0,2021-09-09,6570000,62,1334,0,0,0,0,0,0
1996,54.0,3.0,3.0,2021-09-13,7300000,136,1356,1,1,0,1,0,0
1997,,2.0,2.0,2021-09-15,1850000,56,1002,0,0,0,1,0,0
1998,91.0,2.0,3.0,2021-09-13,9500000,64,663,0,0,0,0,0,0
1999,104.0,10.0,6.0,2021-09-13,12500000,64,680,1,0,1,0,0,0
2000,,2.0,4.0,2021-09-13,5500000,57,636,0,0,0,0,0,0
2001,,5.0,,2021-09-13,8700000,58,1282,1,0,0,0,0,0
2002,,3.0,,2021-09-13,1500000,63,1436,1,0,1,0,0,0
2003,45.0,3.0,3.0,2021-09-13,3500000,62,1417,0,0,0,0,0,0
2004,,4.0,5.0,2021-09-13,30900000,48,466,0,0,0,0,0,0
2005,,7.0,7.0,2021-09-13,35000000,63,1239,0,0,0,0,1,0
2006,100.0,4.0,4.0,2021-09-13,18900000,61,526,0,0,0,0,0,0
2007,,4.0,4.0,2021-09-13,14900000,55,1012,0,0,0,0,0,0
2008,,3.0,3.0,2021-09-13,12500000,53,813,0,0,0,0,0,0
2009,150.0,3.0,3.0,2021-09-13,12000000,53,678,0,0,0,0,0,0
2010,51.0,3.0,2.0,2021-09-13,1990000,48,2233,1,0,1,1,0,0
2011,,4.0,1.0,2021-09-13,3500000,40,1911,1,0,1,0,1,0
2012,144.0,2.0,4.0,2021-09-13,6500000,97,1174,0,1,1,0,0,0
2013,55.0,2.0,3.0,2021-09-13,3750000,65,802,0,1,0,0,0,0
2014,,21.0,16.0,2021-09-13,48000000,64,1318,0,0,1,0,0,0
2015,250.0,5.0,8.0,2021-09-13,33000000,63,3427,1,0,0,0,0,0
2016,,3.0,2.0,2021-09-13,3280000,54,1510,0,0,0,1,0,0
2017,84.0,3.0,4.0,2021-09-09,14900000,53,1905,0,1,1,1,0,0
2018,,3.0,4.0,2021-09-09,17000000,67,2047,0,1,1,1,0,0
2019,82.0,3.0,2.0,2021-09-21,3800000,45,1481,0,1,1,0,0,0
2020,42.0,7.0,2.0,2021-09-18,1900000,62,679,0,0,0,0,0,0
2021,,4.0,4.0,2021-09-18,10000000,54,1873,1,0,1,1,0,0
2022,,4.0,2.0,2021-09-17,3000000,167,1508,0,0,0,1,0,0
2023,104.0,6.0,6.0,2021-09-14,33000000,87,315,0,0,0,0,0,0
2024,108.0,4.0,5.0,2021-09-14,23900000,79,439,0,1,0,0,0,0
2025,85.0,4.0,4.0,2021-09-14,22500000,67,322,0,0,0,0,0,0
2026,38.0,3.0,2.0,2021-09-14,8500000,110,670,0,0,0,0,0,0
2027,60.0,3.0,2.0,2021-09-14,3799999,58,298,0,1,1,0,0,0
2028,117.0,4.0,3.0,2021-09-09,12500000,68,1840,1,0,0,1,0,0
2029,57.0,4.0,3.0,2021-09-28,5500000,38,1298,1,1,1,0,0,0
2030,56.0,3.0,3.0,2021-09-18,3790000,42,1657,1,0,0,0,0,0
2031,50.0,3.0,2.0,2021-09-18,3850000,56,1559,0,0,1,1,0,0
2032,,2.0,1.0,2021-09-16,2690000,172,1410,0,1,0,0,1,0
2033,159.0,4.0,2.0,2021-09-14,4500000,54,1423,0,0,1,1,0,0
2034,56.0,3.0,2.0,2021-09-14,7500000,103,728,1,0,0,0,0,0
2035,,5.0,7.0,2021-09-09,2600000,61,1342,0,0,0,0,0,0
2036,96.0,5.0,4.0,2021-09-09,6900000,72,1882,1,0,1,1,0,0
2037,86.0,4.0,4.0,2021-09-09,25900000,67,3167,0,0,0,0,0,1
2038,35.0,3.0,2.0,2021-09-08,2700000,73,788,1,0,0,1,0,0
2039,,3.0,3.0,2021-09-15,25500000,89,753,1,1,0,1,0,0
2040,154.0,3.0,3.0,2021-09-09,7800000,78,646,0,0,1,1,0,0
2041,,3.0,3.0,2021-09-09,2790000,65,1238,0,0,0,1,0,1
2042,,4.0,6.0,2021-09-09,49000000,43,2825,0,0,0,0,0,0
2043,64.0,3.0,2.0,2021-09-09,3700000,81,1465,1,0,0,1,0,0
2044,67.0,3.0,4.0,2021-10-01,11330000,78,1047,0,0,0,1,0,0
2045,,3.0,2.0,2021-09-29,8000000,85,991,0,0,0,0,0,0
2046,,1.0,1.0,2021-09-28,1200000,24,999,0,0,0,0,0,0
2047,52.0,3.0,2.0,2021-09-27,1980000,105,1008,0,0,1,0,0,0
